,OT
126,30.31999969482422
127,29.61599922180176
128,30.5310001373291
129,32.99300003051758
130,30.24900054931641
131,30.24900054931641
132,30.67099952697754
133,31.586000442504893
134,31.9379997253418
135,28.982999801635746
136,27.71699905395508
137,30.67099952697754
138,24.34000015258789
139,29.68600082397461
140,30.24900054931641
141,29.968000411987305
142,29.54599952697754
143,28.49099922180176
144,28.56100082397461
145,28.77199935913086
146,27.71699905395508
147,28.138999938964844
148,27.364999771118164
149,26.73200035095215
150,26.3799991607666
151,25.395000457763672
152,27.92799949645996
153,28.982999801635746
154,29.756999969482425
155,30.60099983215332
156,32.64099884033203
157,35.3849983215332
158,37.28400039672852
159,38.47999954223633
160,36.79100036621094
161,34.11800003051758
162,33.83700180053711
163,33.273998260498054
164,32.92200088500977
165,33.625999450683594
166,32.64099884033203
167,31.586000442504893
168,31.093000411987305
169,30.742000579833984
170,29.334999084472656
171,28.77199935913086
172,29.12400054931641
173,29.263999938964844
174,29.40500068664551
175,28.913000106811523
176,29.89699935913086
177,30.5310001373291
178,30.67099952697754
179,30.67099952697754
180,31.093000411987305
181,30.881999969482425
182,32.71099853515625
183,34.750999450683594
184,34.400001525878906
185,34.32899856567383
186,33.625999450683594
187,33.55599975585937
188,32.78200149536133
189,32.148998260498054
190,31.233999252319336
191,30.5310001373291
192,30.95299911499023
193,30.31999969482422
194,29.40500068664551
195,28.70199966430664
196,28.77199935913086
197,28.913000106811523
198,28.27899932861328
199,28.631000518798828
200,28.77199935913086
201,29.968000411987305
202,29.756999969482425
203,30.31999969482422
204,31.44499969482422
205,30.742000579833984
206,31.6560001373291
207,32.28900146484375
208,32.852001190185554
209,32.077999114990234
210,31.867000579833984
211,31.375
212,30.881999969482425
213,30.881999969482425
214,29.968000411987305
215,29.968000411987305
216,29.47500038146973
217,29.334999084472656
218,29.82699966430664
219,29.12400054931641
220,28.56100082397461
221,28.631000518798828
222,27.78700065612793
223,27.506000518798828
224,28.06800079345703
225,29.61599922180176
226,29.47500038146973
227,29.05299949645996
228,29.47500038146973
229,29.12400054931641
230,29.68600082397461
231,31.02300071716309
232,31.16399955749512
233,30.67099952697754
234,29.968000411987305
235,30.17900085449219
236,29.47500038146973
237,29.40500068664551
238,28.208999633789062
239,29.12400054931641
240,28.56100082397461
241,29.194000244140625
242,28.56100082397461
243,29.263999938964844
244,29.05299949645996
245,28.913000106811523
246,29.82699966430664
247,29.82699966430664
248,29.194000244140625
249,30.881999969482425
250,31.233999252319336
251,32.21900177001953
252,32.99300003051758
253,33.90700149536133
254,34.750999450683594
255,34.750999450683594
256,34.82199859619141
257,34.891998291015625
258,33.34400177001953
259,31.6560001373291
260,33.485000610351555
261,32.64099884033203
262,32.5
263,33.062999725341804
264,33.485000610351555
265,33.695999145507805
266,33.55599975585937
267,33.34400177001953
268,32.99300003051758
269,33.34400177001953
270,33.90700149536133
271,33.20399856567383
272,34.18899917602539
273,35.946998596191406
274,36.36899948120117
275,36.0880012512207
276,36.0880012512207
277,36.229000091552734
278,38.40900039672852
279,39.60499954223633
280,40.097999572753906
281,40.52000045776367
282,37.84700012207031
283,37.354000091552734
284,36.018001556396484
285,36.15800094604492
286,36.018001556396484
287,36.229000091552734
288,36.5099983215332
289,36.72100067138672
290,36.58000183105469
291,37.70600128173828
292,37.70600128173828
293,37.63600158691406
294,37.00299835205078
295,38.54999923706055
296,38.05799865722656
297,37.00299835205078
298,37.00299835205078
299,29.82699966430664
300,32.852001190185554
301,36.15800094604492
302,35.80699920654297
303,37.7760009765625
304,39.53499984741211
305,38.26900100708008
306,34.750999450683594
307,33.766998291015625
308,32.852001190185554
309,33.132999420166016
310,34.32899856567383
311,35.3849983215332
312,34.540000915527344
313,32.71099853515625
314,33.90700149536133
315,34.68099975585937
316,35.66600036621094
317,34.470001220703125
318,35.31399917602539
319,33.83700180053711
320,35.87699890136719
321,35.525001525878906
322,36.58000183105469
323,37.354000091552734
324,34.61100006103516
325,33.83700180053711
326,33.20399856567383
327,34.68099975585937
328,36.72100067138672
329,34.750999450683594
330,24.90299987792969
331,32.852001190185554
332,33.132999420166016
333,29.968000411987305
334,30.38999938964844
335,31.375
336,31.30400085449219
337,32.64099884033203
338,33.34400177001953
339,33.34400177001953
340,34.61100006103516
341,33.90700149536133
342,34.540000915527344
343,35.3849983215332
344,34.32899856567383
345,31.586000442504893
346,31.375
347,30.742000579833984
348,31.586000442504893
349,31.375
350,31.02300071716309
351,25.816999435424805
352,24.90299987792969
353,18.009000778198242
354,22.44099998474121
355,16.882999420166016
356,22.089000701904297
357,24.19899940490723
358,25.746999740600582
359,26.520999908447266
360,26.94300079345703
361,27.364999771118164
362,28.35000038146973
363,28.06800079345703
364,28.35000038146973
365,27.92799949645996
366,27.71699905395508
367,29.89699935913086
368,30.17900085449219
369,31.44499969482422
370,33.20399856567383
371,33.415000915527344
372,32.71099853515625
373,32.852001190185554
374,33.20399856567383
375,34.04800033569336
376,35.525001525878906
377,34.470001220703125
378,35.59600067138672
379,33.625999450683594
380,32.148998260498054
381,32.007999420166016
382,31.72599983215332
383,30.881999969482425
384,31.30400085449219
385,31.233999252319336
386,31.72599983215332
387,31.233999252319336
388,31.867000579833984
389,32.21900177001953
390,31.72599983215332
391,32.28900146484375
392,34.25899887084961
393,33.97800064086914
394,34.470001220703125
395,35.24399948120117
396,36.29899978637695
397,36.72100067138672
398,38.3390007019043
399,40.027000427246094
400,37.98699951171875
401,39.11299896240234
402,37.00299835205078
403,35.24399948120117
404,34.18899917602539
405,33.83700180053711
406,33.485000610351555
407,33.485000610351555
408,34.61100006103516
409,33.90700149536133
410,33.55599975585937
411,34.891998291015625
412,34.96200180053711
413,34.82199859619141
414,34.68099975585937
415,36.58000183105469
416,34.400001525878906
417,36.0880012512207
418,36.229000091552734
419,36.29899978637695
420,35.946998596191406
421,37.354000091552734
422,38.54999923706055
423,38.05799865722656
424,35.525001525878906
425,35.66600036621094
426,33.132999420166016
427,33.625999450683594
428,35.24399948120117
429,33.55599975585937
430,33.90700149536133
431,33.695999145507805
432,33.766998291015625
433,33.625999450683594
434,33.485000610351555
435,33.132999420166016
436,32.92200088500977
437,31.6560001373291
438,32.852001190185554
439,32.21900177001953
440,31.72599983215332
441,32.64099884033203
442,32.148998260498054
443,27.506000518798828
444,29.263999938964844
445,31.44499969482422
446,31.51499938964844
447,32.077999114990234
448,32.077999114990234
449,33.83700180053711
450,34.04800033569336
451,33.695999145507805
452,33.485000610351555
453,32.71099853515625
454,32.64099884033203
455,32.43000030517578
456,32.007999420166016
457,31.6560001373291
458,31.375
459,31.586000442504893
460,32.43000030517578
461,31.79700088500977
462,33.20399856567383
463,34.68099975585937
464,34.400001525878906
465,36.93199920654297
466,33.485000610351555
467,33.625999450683594
468,33.20399856567383
469,33.273998260498054
470,35.525001525878906
471,35.03300094604492
472,35.66600036621094
473,33.695999145507805
474,34.400001525878906
475,36.79100036621094
476,35.946998596191406
477,35.3849983215332
478,34.32899856567383
479,35.736000061035156
480,34.891998291015625
481,35.31399917602539
482,35.31399917602539
483,35.87699890136719
484,35.525001525878906
485,34.470001220703125
486,34.25899887084961
487,37.2140007019043
488,40.94200134277344
489,38.76100158691406
490,35.24399948120117
491,33.062999725341804
492,32.28900146484375
493,33.20399856567383
494,33.55599975585937
495,35.31399917602539
496,36.72100067138672
497,36.86199951171875
498,34.96200180053711
499,37.354000091552734
500,36.58000183105469
501,35.03300094604492
502,36.72100067138672
503,36.86199951171875
504,36.6510009765625
505,36.15800094604492
506,36.018001556396484
507,35.66600036621094
508,35.525001525878906
509,36.86199951171875
510,35.03300094604492
511,38.62099838256836
512,38.198001861572266
513,37.2140007019043
514,37.354000091552734
515,37.63600158691406
516,37.00299835205078
517,37.49499893188477
518,39.18299865722656
519,39.67599868774414
520,39.04299926757813
521,40.16799926757813
522,37.2140007019043
523,39.04299926757813
524,38.69100189208984
525,37.28400039672852
526,36.86199951171875
527,37.63600158691406
528,36.6510009765625
529,37.84700012207031
530,37.91699981689453
531,36.79100036621094
532,35.173999786376946
533,35.173999786376946
534,36.72100067138672
535,38.902000427246094
536,41.222999572753906
537,40.73099899291992
538,39.95700073242188
539,37.28400039672852
540,36.58000183105469
541,38.83200073242188
542,40.027000427246094
543,41.012001037597656
544,41.222999572753906
545,40.37900161743164
546,38.83200073242188
547,39.11299896240234
548,38.83200073242188
549,38.40900039672852
550,38.26900100708008
551,38.198001861572266
552,38.26900100708008
553,38.40900039672852
554,37.63600158691406
555,37.84700012207031
556,37.63600158691406
557,37.70600128173828
558,38.3390007019043
559,40.73099899291992
560,42.41899871826172
561,42.63000106811523
562,40.52000045776367
563,39.95700073242188
564,38.12799835205078
565,39.95700073242188
566,41.57500076293945
567,44.178001403808594
568,44.45899963378906
569,45.44400024414063
570,45.09199905395508
571,41.99700164794922
572,40.52000045776367
573,40.37900161743164
574,39.74599838256836
575,40.097999572753906
576,39.95700073242188
577,40.73099899291992
578,40.37900161743164
579,39.74599838256836
580,38.76100158691406
581,39.11299896240234
582,39.60499954223633
583,41.15299987792969
584,43.26300048828125
585,42.84099960327149
586,42.13800048828125
587,39.887001037597656
588,40.87200164794922
589,41.64500045776367
590,41.64500045776367
591,43.89699935913086
592,43.6150016784668
593,45.65499877929688
594,43.685001373291016
595,41.36399841308594
596,40.59000015258789
597,40.6609992980957
598,39.25400161743164
599,40.30899810791016
600,39.53499984741211
601,39.04299926757813
602,39.25400161743164
603,38.40900039672852
604,39.11299896240234
605,37.28400039672852
606,38.26900100708008
607,40.52000045776367
608,40.94200134277344
609,39.11299896240234
610,39.95700073242188
611,38.902000427246094
612,39.32400131225586
613,40.027000427246094
614,40.73099899291992
615,42.4900016784668
616,44.74100112915039
617,45.02199935913086
618,42.84099960327149
619,41.7859992980957
620,41.29399871826172
621,41.222999572753906
622,40.87200164794922
623,40.52000045776367
624,39.67599868774414
625,38.40900039672852
626,38.62099838256836
627,37.91699981689453
628,40.30899810791016
629,39.81600189208984
630,37.70600128173828
631,40.097999572753906
632,42.20800018310547
633,40.027000427246094
634,39.46500015258789
635,38.69100189208984
636,38.198001861572266
637,38.76100158691406
638,39.25400161743164
639,41.36399841308594
640,42.98199844360352
641,44.66999816894531
642,41.57500076293945
643,39.81600189208984
644,40.027000427246094
645,39.74599838256836
646,40.37900161743164
647,39.60499954223633
648,39.32400131225586
649,40.30899810791016
650,40.73099899291992
651,41.71599960327149
652,39.39400100708008
653,38.62099838256836
654,39.11299896240234
655,41.43399810791016
656,41.92699813842773
657,38.198001861572266
658,38.05799865722656
659,38.3390007019043
660,38.76100158691406
661,40.37900161743164
662,39.95700073242188
663,43.12300109863281
664,44.599998474121094
665,44.95199966430664
666,43.33399963378906
667,41.92699813842773
668,40.73099899291992
669,39.95700073242188
670,39.32400131225586
671,38.83200073242188
672,39.67599868774414
673,38.40900039672852
674,40.59000015258789
675,38.62099838256836
676,38.12799835205078
677,38.40900039672852
678,38.76100158691406
679,41.15299987792969
680,42.77099990844727
681,41.08300018310547
682,41.64500045776367
683,41.08300018310547
684,40.027000427246094
685,40.87200164794922
686,43.685001373291016
687,46.00699996948242
688,44.599998474121094
689,44.108001708984375
690,40.16799926757813
691,37.84700012207031
692,39.74599838256836
693,39.32400131225586
694,39.887001037597656
695,40.45000076293945
696,40.87200164794922
697,41.012001037597656
698,40.52000045776367
699,40.59000015258789
700,39.18299865722656
701,39.60499954223633
702,39.18299865722656
703,41.36399841308594
704,44.31900024414063
705,44.38899993896485
706,43.82600021362305
707,45.23300170898438
708,44.0369987487793
709,43.685001373291016
710,44.52999877929688
711,44.88100051879883
712,44.38899993896485
713,43.12300109863281
714,40.80099868774414
715,37.91699981689453
716,35.59600067138672
717,39.32400131225586
718,38.198001861572266
719,37.91699981689453
720,38.26900100708008
721,38.26900100708008
722,38.26900100708008
723,38.26900100708008
724,38.26900100708008
725,38.26900100708008
726,38.26900100708008
727,38.26900100708008
728,38.26900100708008
729,38.26900100708008
730,38.26900100708008
731,38.26900100708008
732,38.26900100708008
733,38.26900100708008
734,38.26900100708008
735,38.26900100708008
736,38.26900100708008
737,38.26900100708008
738,38.26900100708008
739,38.26900100708008
740,38.26900100708008
741,38.26900100708008
742,38.26900100708008
743,38.26900100708008
744,36.229000091552734
745,35.80699920654297
746,35.80699920654297
747,35.66600036621094
748,34.18899917602539
749,33.83700180053711
750,33.83700180053711
751,34.750999450683594
752,35.45500183105469
753,34.61100006103516
754,34.750999450683594
755,35.173999786376946
756,34.82199859619141
757,36.29899978637695
758,36.93199920654297
759,38.12799835205078
760,40.027000427246094
761,39.11299896240234
762,38.40900039672852
763,37.56499862670898
764,37.14300155639648
765,35.31399917602539
766,35.525001525878906
767,36.15800094604492
768,35.66600036621094
769,35.45500183105469
770,35.946998596191406
771,36.0880012512207
772,35.59600067138672
773,34.96200180053711
774,34.18899917602539
775,34.891998291015625
776,36.0880012512207
777,36.5099983215332
778,37.2140007019043
779,38.97200012207031
780,38.902000427246094
781,39.53499984741211
782,38.97200012207031
783,36.6510009765625
784,36.43999862670898
785,32.71099853515625
786,33.55599975585937
787,34.82199859619141
788,35.3849983215332
789,32.71099853515625
790,34.750999450683594
791,33.34400177001953
792,31.093000411987305
793,31.30400085449219
794,33.55599975585937
795,32.360000610351555
796,31.02300071716309
797,32.5
798,32.64099884033203
799,31.79700088500977
800,30.38999938964844
801,30.459999084472656
802,28.49099922180176
803,28.982999801635746
804,30.881999969482425
805,32.5
806,31.9379997253418
807,31.9379997253418
808,32.570999145507805
809,34.32899856567383
810,33.062999725341804
811,33.132999420166016
812,32.360000610351555
813,30.5310001373291
814,31.44499969482422
815,31.44499969482422
816,31.867000579833984
817,32.28900146484375
818,32.077999114990234
819,32.360000610351555
820,32.077999114990234
821,30.95299911499023
822,31.9379997253418
823,32.148998260498054
824,32.077999114990234
825,34.18899917602539
826,35.736000061035156
827,35.03300094604492
828,33.83700180053711
829,30.67099952697754
830,31.233999252319336
831,32.570999145507805
832,34.750999450683594
833,35.59600067138672
834,36.29899978637695
835,35.59600067138672
836,33.062999725341804
837,32.64099884033203
838,33.273998260498054
839,32.43000030517578
840,32.852001190185554
841,33.695999145507805
842,33.132999420166016
843,33.766998291015625
844,34.18899917602539
845,33.485000610351555
846,33.695999145507805
847,35.87699890136719
848,35.66600036621094
849,34.11800003051758
850,34.04800033569336
851,35.24399948120117
852,35.59600067138672
853,34.11800003051758
854,33.55599975585937
855,35.3849983215332
856,35.80699920654297
857,34.540000915527344
858,34.18899917602539
859,34.32899856567383
860,33.20399856567383
861,33.273998260498054
862,32.64099884033203
863,33.20399856567383
864,32.852001190185554
865,32.99300003051758
866,32.360000610351555
867,33.83700180053711
868,33.90700149536133
869,33.625999450683594
870,33.485000610351555
871,34.18899917602539
872,37.7760009765625
873,38.3390007019043
874,38.62099838256836
875,39.32400131225586
876,37.63600158691406
877,39.53499984741211
878,40.23799896240234
879,38.54999923706055
880,38.902000427246094
881,38.47999954223633
882,37.63600158691406
883,36.86199951171875
884,35.03300094604492
885,34.61100006103516
886,34.18899917602539
887,33.83700180053711
888,33.695999145507805
889,34.470001220703125
890,34.18899917602539
891,34.470001220703125
892,33.132999420166016
893,33.415000915527344
894,32.99300003051758
895,33.132999420166016
896,34.04800033569336
897,35.24399948120117
898,34.04800033569336
899,34.25899887084961
900,35.31399917602539
901,34.82199859619141
902,35.87699890136719
903,36.5099983215332
904,36.86199951171875
905,37.2140007019043
906,36.36899948120117
907,36.72100067138672
908,34.18899917602539
909,34.891998291015625
910,34.18899917602539
911,34.11800003051758
912,33.55599975585937
913,33.695999145507805
914,33.485000610351555
915,33.273998260498054
916,33.132999420166016
917,32.64099884033203
918,31.9379997253418
919,33.415000915527344
920,33.20399856567383
921,32.99300003051758
922,34.04800033569336
923,34.540000915527344
924,33.766998291015625
925,33.97800064086914
926,35.31399917602539
927,35.80699920654297
928,38.198001861572266
929,36.43999862670898
930,36.86199951171875
931,36.5099983215332
932,35.59600067138672
933,35.10300064086914
934,34.891998291015625
935,34.25899887084961
936,33.132999420166016
937,33.83700180053711
938,33.55599975585937
939,33.415000915527344
940,32.71099853515625
941,32.21900177001953
942,33.062999725341804
943,34.540000915527344
944,33.34400177001953
945,34.04800033569336
946,33.485000610351555
947,33.34400177001953
948,33.132999420166016
949,34.18899917602539
950,35.59600067138672
951,35.59600067138672
952,36.58000183105469
953,35.80699920654297
954,36.229000091552734
955,34.891998291015625
956,31.51499938964844
957,32.148998260498054
958,32.077999114990234
959,32.148998260498054
960,31.233999252319336
961,31.375
962,31.44499969482422
963,31.30400085449219
964,30.31999969482422
965,31.375
966,30.95299911499023
967,31.02300071716309
968,32.5
969,32.360000610351555
970,32.92200088500977
971,33.34400177001953
972,33.34400177001953
973,33.83700180053711
974,34.750999450683594
975,35.59600067138672
976,35.10300064086914
977,33.55599975585937
978,32.43000030517578
979,31.72599983215332
980,31.16399955749512
981,30.38999938964844
982,30.108999252319336
983,29.68600082397461
984,29.334999084472656
985,29.40500068664551
986,29.61599922180176
987,29.12400054931641
988,28.77199935913086
989,28.49099922180176
990,28.35000038146973
991,29.334999084472656
992,29.47500038146973
993,30.17900085449219
994,31.375
995,31.44499969482422
996,31.375
997,32.148998260498054
998,32.99300003051758
999,34.400001525878906
1000,35.3849983215332
1001,35.31399917602539
1002,33.485000610351555
1003,32.077999114990234
1004,30.742000579833984
1005,30.24900054931641
1006,30.60099983215332
1007,30.17900085449219
1008,30.5310001373291
1009,30.038000106811523
1010,29.61599922180176
1011,28.982999801635746
1012,28.77199935913086
1013,28.27899932861328
1014,27.85700035095215
1015,29.82699966430664
1016,29.89699935913086
1017,30.5310001373291
1018,30.5310001373291
1019,31.02300071716309
1020,31.02300071716309
1021,31.79700088500977
1022,33.83700180053711
1023,33.415000915527344
1024,35.3849983215332
1025,34.400001525878906
1026,33.766998291015625
1027,31.9379997253418
1028,31.586000442504893
1029,31.375
1030,31.51499938964844
1031,31.233999252319336
1032,31.51499938964844
1033,30.742000579833984
1034,30.742000579833984
1035,30.60099983215332
1036,29.968000411987305
1037,29.54599952697754
1038,29.194000244140625
1039,30.67099952697754
1040,30.812000274658203
1041,31.233999252319336
1042,32.64099884033203
1043,32.43000030517578
1044,32.28900146484375
1045,33.34400177001953
1046,34.891998291015625
1047,35.80699920654297
1048,36.6510009765625
1049,36.79100036621094
1050,35.45500183105469
1051,33.766998291015625
1052,33.062999725341804
1053,32.64099884033203
1054,32.5
1055,32.28900146484375
1056,31.9379997253418
1057,31.72599983215332
1058,30.881999969482425
1059,30.38999938964844
1060,30.17900085449219
1061,29.61599922180176
1062,28.913000106811523
1063,30.67099952697754
1064,30.95299911499023
1065,31.16399955749512
1066,32.007999420166016
1067,32.570999145507805
1068,32.43000030517578
1069,33.34400177001953
1070,34.750999450683594
1071,35.87699890136719
1072,37.00299835205078
1073,36.36899948120117
1074,35.45500183105469
1075,33.062999725341804
1076,32.64099884033203
1077,32.78200149536133
1078,32.21900177001953
1079,31.867000579833984
1080,31.867000579833984
1081,31.16399955749512
1082,31.02300071716309
1083,30.38999938964844
1084,30.038000106811523
1085,29.82699966430664
1086,29.194000244140625
1087,30.742000579833984
1088,30.812000274658203
1089,31.375
1090,32.64099884033203
1091,32.570999145507805
1092,32.43000030517578
1093,33.34400177001953
1094,35.3849983215332
1095,35.87699890136719
1096,36.15800094604492
1097,36.93199920654297
1098,34.96200180053711
1099,33.132999420166016
1100,31.867000579833984
1101,31.867000579833984
1102,32.43000030517578
1103,32.5
1104,31.72599983215332
1105,31.16399955749512
1106,31.093000411987305
1107,30.67099952697754
1108,30.67099952697754
1109,29.89699935913086
1110,29.82699966430664
1111,30.459999084472656
1112,30.881999969482425
1113,30.881999969482425
1114,31.72599983215332
1115,31.867000579833984
1116,32.360000610351555
1117,33.34400177001953
1118,35.03300094604492
1119,35.45500183105469
1120,36.36899948120117
1121,36.36899948120117
1122,34.540000915527344
1123,33.062999725341804
1124,31.867000579833984
1125,32.28900146484375
1126,31.375
1127,31.16399955749512
1128,30.5310001373291
1129,29.89699935913086
1130,29.47500038146973
1131,29.12400054931641
1132,28.420000076293945
1133,28.56100082397461
1134,28.35000038146973
1135,29.40500068664551
1136,29.968000411987305
1137,30.31999969482422
1138,31.16399955749512
1139,31.233999252319336
1140,32.5
1141,32.64099884033203
1142,34.25899887084961
1143,34.400001525878906
1144,35.525001525878906
1145,35.736000061035156
1146,34.540000915527344
1147,32.99300003051758
1148,32.78200149536133
1149,32.21900177001953
1150,31.375
1151,31.16399955749512
1152,30.5310001373291
1153,30.17900085449219
1154,30.17900085449219
1155,29.756999969482425
1156,29.334999084472656
1157,28.913000106811523
1158,28.420000076293945
1159,29.756999969482425
1160,30.38999938964844
1161,30.60099983215332
1162,31.9379997253418
1163,33.062999725341804
1164,33.485000610351555
1165,34.470001220703125
1166,36.0880012512207
1167,36.58000183105469
1168,38.40900039672852
1169,37.91699981689453
1170,35.59600067138672
1171,35.45500183105469
1172,33.90700149536133
1173,33.83700180053711
1174,34.04800033569336
1175,32.64099884033203
1176,33.273998260498054
1177,32.99300003051758
1178,32.71099853515625
1179,32.5
1180,32.21900177001953
1181,31.586000442504893
1182,32.21900177001953
1183,33.20399856567383
1184,35.31399917602539
1185,35.03300094604492
1186,37.14300155639648
1187,37.14300155639648
1188,37.91699981689453
1189,37.2140007019043
1190,36.86199951171875
1191,38.76100158691406
1192,39.04299926757813
1193,38.54999923706055
1194,36.0880012512207
1195,35.80699920654297
1196,34.750999450683594
1197,33.83700180053711
1198,34.61100006103516
1199,33.83700180053711
1200,35.3849983215332
1201,34.891998291015625
1202,35.03300094604492
1203,33.83700180053711
1204,34.18899917602539
1205,33.55599975585937
1206,32.99300003051758
1207,33.625999450683594
1208,34.750999450683594
1209,35.3849983215332
1210,36.29899978637695
1211,35.66600036621094
1212,34.68099975585937
1213,33.273998260498054
1214,32.43000030517578
1215,33.132999420166016
1216,31.375
1217,32.78200149536133
1218,30.5310001373291
1219,30.24900054931641
1220,27.434999465942383
1221,27.92799949645996
1222,27.78700065612793
1223,27.92799949645996
1224,27.434999465942383
1225,27.01300048828125
1226,27.71699905395508
1227,28.208999633789062
1228,28.913000106811523
1229,28.06800079345703
1230,26.590999603271484
1231,27.434999465942383
1232,27.92799949645996
1233,28.84199905395508
1234,29.89699935913086
1235,30.24900054931641
1236,30.31999969482422
1237,30.67099952697754
1238,31.093000411987305
1239,30.38999938964844
1240,31.02300071716309
1241,30.38999938964844
1242,28.913000106811523
1243,28.982999801635746
1244,27.78700065612793
1245,27.506000518798828
1246,27.99799919128418
1247,27.71699905395508
1248,27.506000518798828
1249,27.434999465942383
1250,28.982999801635746
1251,27.78700065612793
1252,29.89699935913086
1253,29.54599952697754
1254,29.968000411987305
1255,29.05299949645996
1256,23.49600028991699
1257,25.395000457763672
1258,28.35000038146973
1259,29.12400054931641
1260,29.82699966430664
1261,29.47500038146973
1262,28.70199966430664
1263,29.12400054931641
1264,28.84199905395508
1265,28.77199935913086
1266,28.138999938964844
1267,27.01300048828125
1268,26.66200065612793
1269,26.73200035095215
1270,27.15399932861328
1271,26.80200004577637
1272,27.15399932861328
1273,27.01300048828125
1274,27.01300048828125
1275,26.73200035095215
1276,26.66200065612793
1277,26.80200004577637
1278,26.309999465942383
1279,26.590999603271484
1280,28.06800079345703
1281,28.27899932861328
1282,28.35000038146973
1283,29.54599952697754
1284,29.61599922180176
1285,30.5310001373291
1286,31.867000579833984
1287,32.148998260498054
1288,33.132999420166016
1289,32.852001190185554
1290,31.51499938964844
1291,30.881999969482425
1292,29.68600082397461
1293,29.756999969482425
1294,29.47500038146973
1295,29.47500038146973
1296,28.913000106811523
1297,28.27899932861328
1298,28.208999633789062
1299,27.506000518798828
1300,27.295000076293945
1301,26.87299919128418
1302,26.590999603271484
1303,26.94300079345703
1304,27.71699905395508
1305,28.138999938964844
1306,29.54599952697754
1307,29.61599922180176
1308,29.89699935913086
1309,30.67099952697754
1310,32.570999145507805
1311,32.99300003051758
1312,34.18899917602539
1313,33.83700180053711
1314,31.79700088500977
1315,31.233999252319336
1316,30.17900085449219
1317,29.47500038146973
1318,29.194000244140625
1319,28.420000076293945
1320,28.06800079345703
1321,27.364999771118164
1322,27.15399932861328
1323,26.80200004577637
1324,26.309999465942383
1325,26.590999603271484
1326,26.23900032043457
1327,27.92799949645996
1328,28.631000518798828
1329,29.61599922180176
1330,32.148998260498054
1331,31.6560001373291
1332,31.586000442504893
1333,33.062999725341804
1334,33.20399856567383
1335,32.852001190185554
1336,33.90700149536133
1337,33.695999145507805
1338,32.148998260498054
1339,31.867000579833984
1340,30.31999969482422
1341,30.17900085449219
1342,29.82699966430664
1343,28.77199935913086
1344,28.70199966430664
1345,28.138999938964844
1346,27.645999908447266
1347,27.85700035095215
1348,27.434999465942383
1349,26.66200065612793
1350,26.02799987792969
1351,25.32500076293945
1352,25.606000900268555
1353,26.80200004577637
1354,26.80200004577637
1355,27.364999771118164
1356,26.520999908447266
1357,27.434999465942383
1358,27.78700065612793
1359,27.083999633789062
1360,27.364999771118164
1361,25.816999435424805
1362,24.62100028991699
1363,23.847999572753903
1364,23.42600059509277
1365,23.00300025939941
1366,22.3700008392334
1367,22.089000701904297
1368,22.863000869750977
1369,23.636999130249023
1370,23.28499984741211
