,0
407,9513.0
408,9513.0
409,9989.0
410,10227.0
411,10227.0
412,10464.0
413,10940.0
414,10702.0
415,10940.0
416,10940.0
417,10227.0
418,10227.0
419,10702.0
420,10702.0
421,10464.0
422,9989.0
423,9513.0
424,9513.0
425,10702.0
426,10940.0
427,10227.0
428,10227.0
429,10464.0
430,9513.0
431,10227.0
432,9751.0
433,9513.0
434,9751.0
435,10464.0
436,9751.0
437,9275.0
438,9751.0
439,9513.0
440,9989.0
441,10227.0
442,10464.0
443,10464.0
444,9751.0
445,10464.0
446,9989.0
447,9989.0
448,9513.0
449,9275.0
450,9751.0
451,9751.0
452,9751.0
453,9513.0
454,9751.0
455,9751.0
456,9037.0
457,9751.0
458,9989.0
459,9513.0
460,9037.0
461,9751.0
462,9513.0
463,9989.0
464,9513.0
465,9513.0
466,9513.0
467,9513.0
468,9989.0
469,9037.0
470,9037.0
471,8800.0
472,8562.0
473,9275.0
474,8562.0
475,8800.0
476,8562.0
477,8800.0
478,8562.0
479,8562.0
480,8800.0
481,8562.0
482,8086.0
483,8086.0
484,8562.0
485,8324.0
486,8324.0
487,8086.0
488,8086.0
489,8324.0
490,8800.0
491,8562.0
492,8324.0
493,8324.0
494,8324.0
495,8324.0
496,8324.0
497,8562.0
498,8562.0
499,8324.0
500,8324.0
501,8562.0
502,8324.0
503,7848.0
504,8562.0
505,8324.0
506,8324.0
507,8800.0
508,8800.0
509,8562.0
510,8562.0
511,8800.0
512,8562.0
513,8562.0
514,8324.0
515,7848.0
516,8086.0
517,8324.0
518,8562.0
519,8800.0
520,8086.0
521,8800.0
522,8086.0
523,8086.0
524,8324.0
525,8086.0
526,8324.0
527,8324.0
528,8086.0
529,8562.0
530,8086.0
531,8324.0
532,8086.0
533,8324.0
534,8324.0
535,8800.0
536,9037.0
537,8800.0
538,8800.0
539,8562.0
540,8800.0
541,9037.0
542,9037.0
543,9037.0
544,9275.0
545,9275.0
546,8800.0
547,9037.0
548,8562.0
549,8562.0
550,8800.0
551,8800.0
552,8800.0
553,8800.0
554,9275.0
555,9037.0
556,8800.0
557,8324.0
558,8562.0
559,8800.0
560,8324.0
561,8324.0
562,8562.0
563,9037.0
564,9275.0
565,8562.0
566,9037.0
567,9513.0
568,9275.0
569,9275.0
570,8800.0
571,8562.0
572,8562.0
573,8324.0
574,8800.0
575,9275.0
576,8800.0
577,8324.0
578,9037.0
579,9275.0
580,9513.0
581,9989.0
582,10940.0
583,11178.0
584,10227.0
585,10940.0
586,10464.0
587,10940.0
588,10702.0
589,9751.0
590,9989.0
591,10702.0
592,10464.0
593,9989.0
594,9989.0
595,9751.0
596,10464.0
597,10702.0
598,10940.0
599,11416.0
600,11416.0
601,11891.0
602,11178.0
603,12367.0
604,12843.0
605,13318.0
606,14983.0
607,15221.0
608,14983.0
609,14508.0
610,13794.0
611,14508.0
612,14508.0
613,14745.0
614,14270.0
615,16410.0
616,16172.0
617,16172.0
618,15935.0
619,14983.0
620,14983.0
621,15459.0
622,16648.0
623,15697.0
624,15935.0
625,16172.0
626,16886.0
627,18551.0
628,17600.0
629,16648.0
630,16410.0
631,16410.0
632,15697.0
633,16172.0
634,16410.0
635,16648.0
636,16172.0
637,15935.0
638,17362.0
639,16886.0
640,16886.0
641,17362.0
642,16172.0
643,17362.0
644,16886.0
645,18075.0
646,18789.0
647,21405.0
648,18789.0
649,18789.0
650,20216.0
651,19264.0
652,19264.0
653,19264.0
654,18551.0
655,17837.0
656,18313.0
657,16886.0
658,17362.0
659,18075.0
660,17362.0
661,16410.0
662,17124.0
663,18313.0
664,17600.0
665,17362.0
666,16648.0
667,16648.0
668,16648.0
669,16172.0
670,17124.0
671,17600.0
672,18789.0
673,19978.0
674,19264.0
675,19740.0
676,19740.0
677,19502.0
678,19740.0
679,22356.0
680,21167.0
681,20691.0
682,19978.0
683,19740.0
684,19264.0
685,18789.0
686,19740.0
687,19978.0
688,19502.0
689,19264.0
690,19264.0
691,21167.0
692,21405.0
693,20454.0
694,21167.0
695,21881.0
696,21881.0
697,20691.0
698,19264.0
699,17362.0
700,18075.0
701,19740.0
702,20216.0
703,19978.0
704,19264.0
705,18789.0
706,18075.0
707,18313.0
708,17837.0
709,18551.0
710,19264.0
711,20216.0
712,19027.0
713,19027.0
714,17124.0
715,18313.0
716,18075.0
717,18551.0
718,18789.0
719,18551.0
720,18075.0
721,18789.0
722,17600.0
723,17362.0
724,17362.0
725,17362.0
726,19027.0
727,19502.0
728,18551.0
729,18313.0
730,18075.0
731,18313.0
732,17600.0
733,17837.0
734,17837.0
735,18313.0
736,18313.0
737,19502.0
738,19027.0
739,19502.0
740,19027.0
741,18313.0
742,18075.0
743,19264.0
744,19027.0
745,19264.0
746,19027.0
747,19027.0
748,17362.0
749,18551.0
750,18075.0
751,17362.0
752,17362.0
753,18551.0
754,19978.0
755,19978.0
756,20216.0
757,21881.0
758,21405.0
759,21167.0
760,20929.0
761,21881.0
762,21405.0
763,21643.0
764,20454.0
765,20929.0
766,19740.0
767,19264.0
768,19502.0
769,20691.0
770,19740.0
771,20216.0
772,19264.0
773,18789.0
774,19027.0
775,19027.0
776,18551.0
777,17362.0
778,18075.0
779,18075.0
780,17362.0
781,17362.0
782,19264.0
783,18789.0
784,17362.0
785,15697.0
786,15935.0
787,17362.0
788,17362.0
789,17362.0
790,18313.0
791,17837.0
792,16886.0
793,17837.0
794,18313.0
795,17362.0
796,15459.0
797,15697.0
798,15935.0
799,15935.0
800,14508.0
801,13794.0
802,14270.0
803,14270.0
804,13556.0
805,13318.0
806,13556.0
807,14270.0
808,13318.0
809,13318.0
810,12367.0
811,12367.0
812,12605.0
813,13081.0
814,12367.0
815,11891.0
816,12367.0
817,12367.0
818,11891.0
819,12129.0
820,11178.0
821,11416.0
822,10940.0
823,11654.0
824,11178.0
825,11891.0
826,11178.0
827,11654.0
828,11178.0
829,10702.0
830,10464.0
831,10227.0
832,10702.0
833,11416.0
834,11416.0
835,11891.0
836,11891.0
837,10940.0
838,10940.0
839,11891.0
840,12605.0
841,13081.0
842,13794.0
843,14032.0
844,12367.0
845,13556.0
846,14270.0
847,13556.0
848,14032.0
849,14745.0
850,14983.0
851,16410.0
852,14983.0
853,14745.0
854,17837.0
855,18551.0
856,16648.0
857,17600.0
858,15935.0
859,15221.0
860,14508.0
861,14508.0
862,14745.0
863,15221.0
864,16410.0
865,18075.0
866,17837.0
867,18313.0
868,18313.0
869,16648.0
870,15935.0
871,16648.0
872,16886.0
873,17837.0
874,17837.0
875,17124.0
876,15697.0
877,16172.0
878,15935.0
879,16172.0
880,17362.0
881,17837.0
882,17362.0
883,18075.0
884,16648.0
885,16410.0
886,17124.0
887,17362.0
888,18789.0
889,17837.0
890,17124.0
891,16410.0
892,15221.0
893,15459.0
894,15459.0
895,16648.0
896,16886.0
897,18075.0
898,17362.0
899,16648.0
900,16172.0
901,16172.0
902,16410.0
903,17362.0
904,18313.0
905,18075.0
906,16886.0
907,16886.0
908,17362.0
909,18313.0
910,19264.0
911,19264.0
912,18313.0
913,18313.0
914,17362.0
915,18551.0
916,17600.0
917,17600.0
918,18551.0
919,19264.0
920,18313.0
921,18313.0
922,17600.0
923,16648.0
924,16410.0
925,16172.0
926,17837.0
927,17600.0
928,17600.0
929,17362.0
930,17124.0
931,17362.0
932,18313.0
933,18075.0
934,18313.0
935,19978.0
936,18551.0
937,17837.0
938,16410.0
939,16172.0
940,16410.0
941,18075.0
942,19978.0
943,18075.0
944,17600.0
945,16172.0
946,16886.0
947,18075.0
948,18551.0
949,20454.0
950,20929.0
951,20929.0
952,19740.0
953,19264.0
954,18313.0
955,18551.0
956,19264.0
957,20216.0
958,19027.0
959,17362.0
960,14745.0
961,15935.0
962,16410.0
963,17837.0
964,18313.0
965,18075.0
966,18313.0
967,18075.0
968,17600.0
969,17362.0
970,17362.0
971,18313.0
972,18313.0
973,18551.0
974,18789.0
975,18075.0
976,17124.0
977,16172.0
978,16886.0
979,18789.0
980,18075.0
981,17837.0
982,18075.0
983,18313.0
984,18075.0
985,16648.0
986,16886.0
987,17124.0
988,18075.0
989,18075.0
990,18075.0
991,18075.0
992,17124.0
993,18789.0
994,18313.0
995,18313.0
996,17600.0
997,18313.0
998,17600.0
999,18551.0
1000,17600.0
1001,17124.0
1002,17362.0
1003,17362.0
1004,17362.0
1005,18075.0
1006,17600.0
1007,18313.0
1008,15697.0
1009,15221.0
1010,16648.0
1011,16886.0
1012,16410.0
1013,16172.0
1014,16172.0
1015,17600.0
1016,16886.0
1017,16172.0
1018,17124.0
1019,17362.0
1020,16648.0
1021,16648.0
1022,16648.0
1023,16648.0
1024,16648.0
1025,17124.0
1026,15697.0
1027,15459.0
1028,15221.0
1029,16886.0
1030,16648.0
1031,16886.0
1032,16886.0
1033,15935.0
1034,15935.0
1035,15935.0
1036,15697.0
1037,16172.0
1038,14983.0
1039,15221.0
1040,14508.0
1041,14508.0
1042,14983.0
1043,14508.0
1044,14270.0
1045,13556.0
1046,13081.0
1047,13794.0
1048,13081.0
1049,12843.0
1050,12605.0
1051,13556.0
1052,12367.0
1053,12367.0
1054,11654.0
1055,11654.0
1056,11891.0
1057,12605.0
1058,12605.0
1059,12367.0
1060,12367.0
1061,12129.0
1062,12129.0
1063,11891.0
1064,11891.0
1065,11654.0
1066,11178.0
1067,11654.0
1068,11178.0
1069,11654.0
1070,10702.0
1071,10464.0
1072,10464.0
1073,11416.0
1074,10940.0
1075,11891.0
1076,11416.0
1077,11416.0
1078,11654.0
1079,12367.0
1080,12129.0
1081,11891.0
1082,12129.0
1083,13081.0
1084,12605.0
1085,12605.0
1086,12367.0
1087,13081.0
1088,12605.0
1089,13081.0
1090,13081.0
1091,12605.0
1092,12367.0
1093,12367.0
1094,12129.0
1095,12843.0
1096,12605.0
1097,12605.0
1098,12129.0
1099,12605.0
1100,11891.0
1101,11891.0
1102,11654.0
1103,11654.0
1104,11654.0
1105,12367.0
1106,12605.0
1107,12367.0
1108,11654.0
1109,11891.0
1110,11891.0
1111,12367.0
1112,12129.0
1113,12605.0
1114,11654.0
1115,12605.0
1116,11891.0
1117,11891.0
1118,12129.0
1119,11891.0
1120,12367.0
1121,12129.0
1122,12129.0
1123,12129.0
1124,11654.0
1125,11178.0
1126,12129.0
1127,12129.0
1128,12367.0
1129,11891.0
1130,12129.0
1131,12605.0
1132,11416.0
1133,11178.0
1134,10702.0
1135,10464.0
1136,11178.0
1137,11416.0
1138,11416.0
1139,10940.0
1140,11178.0
1141,11416.0
1142,10702.0
1143,11416.0
1144,11416.0
1145,11178.0
1146,10940.0
1147,10940.0
1148,10227.0
1149,9751.0
1150,9751.0
1151,9989.0
1152,10940.0
1153,10940.0
1154,10702.0
1155,11178.0
1156,10227.0
1157,9513.0
1158,9989.0
1159,10227.0
1160,10227.0
1161,9989.0
1162,9275.0
1163,10702.0
1164,10940.0
1165,10940.0
1166,11178.0
1167,10464.0
1168,10227.0
1169,9989.0
1170,10227.0
1171,9989.0
1172,9751.0
1173,9751.0
1174,9989.0
1175,10464.0
1176,10940.0
1177,10702.0
1178,9989.0
1179,10464.0
1180,10702.0
1181,10702.0
1182,11416.0
1183,10940.0
1184,10702.0
1185,10702.0
1186,10702.0
1187,10464.0
1188,10227.0
1189,10227.0
1190,10464.0
1191,10464.0
1192,10940.0
1193,9989.0
1194,10702.0
1195,10227.0
1196,10227.0
1197,10702.0
1198,9989.0
1199,9275.0
1200,9751.0
1201,9513.0
1202,10702.0
1203,10227.0
1204,9751.0
1205,9751.0
1206,10227.0
1207,9751.0
1208,9513.0
1209,9513.0
1210,9751.0
1211,9989.0
1212,10227.0
1213,10464.0
1214,10702.0
1215,10227.0
1216,10227.0
1217,10227.0
1218,10464.0
1219,10227.0
1220,9751.0
1221,10227.0
1222,10227.0
1223,10227.0
1224,10227.0
1225,10464.0
1226,10227.0
1227,9513.0
1228,9989.0
1229,9751.0
1230,9751.0
1231,9751.0
1232,9989.0
1233,11416.0
1234,10940.0
1235,9989.0
1236,10227.0
1237,9989.0
1238,10227.0
1239,10227.0
1240,9989.0
1241,10227.0
1242,10464.0
1243,10464.0
1244,10227.0
1245,9989.0
1246,11416.0
1247,12129.0
1248,12367.0
1249,12129.0
1250,12129.0
1251,11654.0
1252,11416.0
1253,11654.0
1254,11891.0
1255,11891.0
1256,11416.0
1257,12129.0
1258,12367.0
1259,12605.0
1260,12129.0
1261,11416.0
1262,11891.0
1263,12367.0
1264,13081.0
1265,13081.0
1266,13556.0
1267,13081.0
1268,13556.0
1269,14508.0
1270,14745.0
1271,13556.0
1272,13081.0
1273,12129.0
1274,12605.0
1275,13556.0
1276,13318.0
1277,14270.0
1278,14745.0
1279,14745.0
1280,16410.0
1281,15935.0
1282,15697.0
1283,15459.0
1284,16648.0
1285,17124.0
1286,16886.0
1287,17124.0
1288,16172.0
1289,16172.0
1290,16886.0
1291,16886.0
1292,17362.0
1293,16410.0
1294,16410.0
1295,16886.0
1296,16172.0
1297,16886.0
1298,16410.0
1299,16886.0
1300,16410.0
1301,15935.0
1302,16410.0
1303,15935.0
1304,15459.0
1305,15459.0
1306,16648.0
1307,17124.0
1308,16410.0
1309,15935.0
1310,14745.0
1311,14745.0
1312,15697.0
1313,15697.0
1314,15935.0
1315,15221.0
1316,15935.0
1317,16886.0
1318,16410.0
1319,15459.0
1320,15697.0
1321,15221.0
1322,15221.0
1323,14508.0
1324,14983.0
1325,15221.0
1326,14508.0
1327,13081.0
1328,14032.0
1329,14745.0
1330,14745.0
1331,14270.0
1332,15221.0
1333,16886.0
1334,17837.0
1335,16410.0
1336,17124.0
1337,17362.0
1338,16410.0
1339,14983.0
1340,15697.0
1341,16172.0
1342,15459.0
1343,15221.0
1344,15221.0
1345,17124.0
1346,16886.0
1347,16172.0
1348,17600.0
1349,17837.0
1350,17600.0
1351,17837.0
1352,16886.0
1353,16410.0
1354,16172.0
1355,16648.0
1356,16172.0
1357,16886.0
1358,16410.0
1359,15935.0
1360,15935.0
1361,14983.0
1362,14745.0
1363,15697.0
1364,16648.0
1365,17362.0
1366,16886.0
1367,16886.0
1368,16410.0
1369,16410.0
1370,15935.0
1371,17124.0
1372,17124.0
1373,16172.0
1374,15935.0
1375,15935.0
1376,15697.0
1377,15935.0
1378,15697.0
1379,18075.0
1380,18075.0
1381,17837.0
1382,17600.0
1383,15935.0
1384,14983.0
1385,16172.0
1386,16172.0
1387,16648.0
1388,17124.0
1389,16410.0
1390,16410.0
1391,16172.0
1392,14983.0
1393,14745.0
1394,15697.0
1395,17362.0
1396,17362.0
1397,17837.0
1398,17124.0
1399,17600.0
1400,17124.0
1401,17362.0
1402,17362.0
1403,17600.0
1404,17837.0
1405,18551.0
1406,18313.0
1407,18075.0
1408,19027.0
1409,18789.0
1410,18313.0
1411,19027.0
1412,18551.0
1413,18075.0
1414,17600.0
1415,17837.0
1416,18313.0
1417,19740.0
1418,19502.0
1419,19502.0
1420,17837.0
1421,18075.0
1422,16648.0
1423,17362.0
1424,17362.0
1425,17600.0
1426,17837.0
1427,17124.0
1428,17362.0
1429,18313.0
1430,18789.0
1431,18313.0
1432,19027.0
1433,20216.0
1434,19740.0
1435,18551.0
1436,16648.0
1437,17362.0
1438,16410.0
1439,16410.0
1440,17600.0
1441,18551.0
1442,18551.0
1443,18551.0
1444,18313.0
1445,18313.0
1446,19027.0
1447,18313.0
1448,18551.0
1449,19502.0
1450,18313.0
1451,17362.0
1452,17124.0
1453,18075.0
1454,17837.0
1455,18075.0
1456,18313.0
1457,18789.0
1458,17600.0
1459,17124.0
1460,16410.0
1461,16886.0
1462,16410.0
1463,16648.0
1464,17362.0
1465,18789.0
1466,18075.0
1467,15935.0
1468,14032.0
1469,14745.0
1470,14983.0
1471,15221.0
1472,14508.0
1473,14983.0
1474,14745.0
1475,14983.0
1476,14745.0
1477,14983.0
1478,14508.0
1479,13556.0
1480,13794.0
1481,15459.0
1482,15459.0
1483,15221.0
1484,15697.0
1485,14983.0
1486,15221.0
1487,15459.0
1488,14983.0
1489,14508.0
1490,14032.0
1491,14508.0
1492,14745.0
1493,14508.0
1494,14032.0
1495,13794.0
1496,14270.0
1497,14983.0
1498,14270.0
1499,14745.0
1500,14032.0
1501,14508.0
1502,14508.0
1503,15221.0
1504,14745.0
1505,14270.0
1506,13556.0
1507,14508.0
1508,13556.0
1509,12605.0
1510,12843.0
1511,13318.0
1512,14508.0
1513,15459.0
1514,14745.0
1515,15221.0
1516,14745.0
1517,14983.0
1518,14270.0
1519,13556.0
1520,14508.0
1521,15459.0
1522,15697.0
1523,15935.0
1524,15935.0
1525,14745.0
1526,14508.0
1527,14745.0
1528,16886.0
1529,16410.0
1530,16172.0
1531,16172.0
1532,14745.0
1533,14745.0
1534,14745.0
1535,14745.0
1536,15697.0
1537,16648.0
1538,16648.0
1539,17362.0
1540,17124.0
1541,17124.0
1542,17600.0
1543,18313.0
1544,18313.0
1545,18313.0
1546,17362.0
1547,16648.0
1548,16172.0
1549,17124.0
1550,17362.0
1551,17600.0
1552,16886.0
1553,16886.0
1554,16172.0
1555,16886.0
1556,16886.0
1557,17600.0
1558,18551.0
1559,18313.0
1560,18789.0
1561,18551.0
1562,17124.0
1563,16886.0
1564,15221.0
1565,16172.0
1566,17600.0
1567,17837.0
1568,17362.0
1569,16886.0
1570,17124.0
1571,17124.0
1572,17124.0
1573,17362.0
1574,17837.0
1575,17600.0
1576,17124.0
1577,16886.0
1578,15459.0
1579,15697.0
1580,15697.0
1581,16648.0
1582,16410.0
1583,16886.0
1584,17362.0
1585,15935.0
1586,16886.0
1587,16410.0
1588,16648.0
1589,17124.0
1590,17124.0
1591,17362.0
1592,17600.0
1593,17837.0
1594,17600.0
1595,17124.0
1596,17124.0
1597,17362.0
1598,17124.0
1599,17837.0
1600,17600.0
1601,17362.0
1602,17362.0
1603,18551.0
1604,18075.0
1605,18313.0
1606,18075.0
1607,19740.0
1608,19027.0
1609,19740.0
1610,17600.0
1611,16410.0
1612,16648.0
1613,17837.0
1614,16172.0
1615,16886.0
1616,17124.0
1617,16886.0
1618,16410.0
1619,17362.0
1620,16648.0
1621,17362.0
1622,18075.0
1623,19502.0
1624,19502.0
1625,19027.0
1626,18789.0
1627,16648.0
1628,15697.0
1629,16172.0
1630,16172.0
1631,16410.0
1632,16648.0
1633,16886.0
1634,16410.0
1635,16886.0
1636,17600.0
1637,18551.0
1638,18313.0
1639,17362.0
1640,16886.0
1641,17124.0
1642,16172.0
1643,15697.0
1644,15935.0
1645,17362.0
1646,17837.0
1647,18313.0
1648,17600.0
1649,17124.0
1650,17600.0
1651,17600.0
1652,17837.0
1653,18551.0
1654,18313.0
1655,18789.0
1656,19027.0
1657,19027.0
1658,18551.0
1659,18551.0
1660,17837.0
1661,17124.0
1662,17124.0
1663,18075.0
1664,17124.0
1665,16886.0
1666,16886.0
1667,17124.0
1668,17837.0
1669,17837.0
1670,17362.0
1671,17124.0
1672,17124.0
1673,17600.0
1674,18075.0
1675,16886.0
1676,16410.0
1677,17362.0
1678,16648.0
1679,16410.0
1680,16648.0
1681,16648.0
1682,16172.0
1683,16410.0
1684,16172.0
1685,15935.0
1686,15221.0
1687,14983.0
1688,14983.0
1689,15459.0
1690,16172.0
1691,15697.0
1692,15459.0
1693,15221.0
1694,14508.0
1695,17124.0
1696,18789.0
1697,17362.0
1698,17837.0
1699,18313.0
1700,17124.0
1701,16648.0
1702,17124.0
1703,16410.0
1704,16172.0
1705,16410.0
1706,15935.0
1707,15221.0
1708,15935.0
1709,17124.0
1710,16172.0
1711,15935.0
1712,14745.0
1713,15221.0
1714,14508.0
1715,16172.0
1716,16410.0
1717,15935.0
1718,15697.0
1719,15221.0
1720,15459.0
1721,15459.0
1722,14270.0
1723,14270.0
1724,14032.0
1725,14270.0
1726,13318.0
1727,13318.0
1728,13556.0
1729,14745.0
1730,14745.0
1731,15697.0
1732,15697.0
1733,15221.0
1734,15221.0
1735,14745.0
1736,15697.0
1737,15459.0
1738,15221.0
1739,14508.0
1740,12843.0
1741,13081.0
1742,12129.0
1743,11654.0
1744,11891.0
1745,11654.0
1746,11416.0
1747,12367.0
1748,12605.0
1749,12129.0
1750,11178.0
1751,12129.0
1752,12129.0
1753,12843.0
1754,12367.0
1755,12605.0
1756,12367.0
1757,13081.0
1758,13318.0
1759,14270.0
1760,13794.0
1761,13081.0
1762,13081.0
1763,13556.0
1764,13794.0
1765,13081.0
1766,13081.0
1767,12605.0
1768,12605.0
1769,12843.0
1770,12129.0
1771,11178.0
1772,11416.0
1773,11891.0
1774,12367.0
1775,12843.0
1776,12129.0
1777,11654.0
1778,11654.0
1779,12605.0
1780,11891.0
1781,12129.0
1782,11416.0
1783,11891.0
1784,12605.0
1785,13318.0
1786,12129.0
1787,12129.0
1788,11654.0
1789,12605.0
1790,11891.0
1791,12129.0
1792,11654.0
1793,11891.0
1794,11654.0
1795,11891.0
1796,11654.0
1797,11416.0
1798,11654.0
1799,11654.0
1800,12129.0
1801,12129.0
1802,11891.0
1803,11654.0
1804,11178.0
1805,12129.0
1806,11654.0
1807,11654.0
1808,11178.0
1809,11654.0
1810,11178.0
1811,12129.0
1812,11654.0
1813,11654.0
1814,11416.0
1815,11416.0
1816,11416.0
1817,11416.0
1818,10940.0
1819,11178.0
1820,11178.0
1821,11416.0
1822,10702.0
1823,10940.0
1824,10702.0
1825,10702.0
1826,10227.0
1827,11654.0
1828,10940.0
1829,10702.0
1830,10940.0
1831,10940.0
1832,10702.0
1833,11178.0
1834,10702.0
1835,10702.0
1836,10702.0
1837,11416.0
1838,10464.0
1839,10227.0
1840,10464.0
1841,10464.0
1842,10464.0
1843,11178.0
1844,10702.0
1845,10702.0
1846,10940.0
1847,10227.0
1848,10464.0
1849,10702.0
1850,10464.0
1851,10702.0
1852,10464.0
1853,11178.0
1854,10464.0
1855,10940.0
1856,10702.0
1857,10464.0
1858,10227.0
1859,10464.0
1860,10227.0
1861,9275.0
1862,10227.0
1863,9989.0
1864,9751.0
1865,10227.0
1866,9275.0
1867,8800.0
1868,9275.0
1869,9275.0
1870,9037.0
1871,9037.0
1872,8086.0
1873,8562.0
