,0.525486
252,0.568828
253,0.568182
254,0.568343
255,0.56899
256,0.568505
257,0.566733
258,0.566893
259,0.565611
260,0.572902
261,0.572902
262,0.577367
263,0.576535
264,0.579206
265,0.579206
266,0.579206
267,0.579374
268,0.578369
269,0.577034
270,0.577367
271,0.581734
272,0.583431
273,0.584283
274,0.584112
275,0.583771
276,0.584966
277,0.583771
278,0.586166
279,0.585309
280,0.584283
281,0.58072
282,0.581058
283,0.58072
284,0.582072
285,0.578871
286,0.579206
287,0.578536
288,0.579374
289,0.577868
290,0.576369
291,0.576868
292,0.572181
293,0.573559
294,0.572574
295,0.572082
296,0.570776
297,0.568182
298,0.565611
299,0.564653
300,0.564972
301,0.565291
302,0.564653
303,0.560538
304,0.558347
305,0.557414
306,0.558659
307,0.558971
308,0.560067
309,0.567215
310,0.564653
311,0.567537
312,0.564972
313,0.565611
314,0.56899
315,0.568505
316,0.568505
317,0.570125
318,0.571429
319,0.572082
320,0.568828
321,0.562588
322,0.560852
323,0.561956
324,0.56338
325,0.562272
326,0.563857
327,0.560381
328,0.568828
329,0.566251
330,0.563222
331,0.564016
332,0.566251
333,0.564493
334,0.564334
335,0.564653
336,0.564653
337,0.564653
338,0.566572
339,0.566572
340,0.564653
341,0.563857
342,0.564334
343,0.564334
344,0.564653
345,0.565451
346,0.565291
347,0.567215
348,0.567215
349,0.566412
350,0.564812
351,0.564493
352,0.564334
353,0.563222
354,0.562588
355,0.560695
356,0.561167
357,0.559284
358,0.558659
359,0.559128
360,0.557724
361,0.559284
362,0.563222
363,0.563063
364,0.56243
365,0.565611
366,0.565771
367,0.567215
368,0.564972
369,0.565707
370,0.564972
371,0.564334
372,0.565931
373,0.567376
374,0.568666
375,0.56802
376,0.568666
377,0.571102
378,0.571102
379,0.570613
380,0.570451
381,0.571102
382,0.571102
383,0.570776
384,0.571265
385,0.57241
386,0.571102
387,0.571429
388,0.572082
389,0.57323
390,0.574053
391,0.573723
392,0.577534
393,0.579542
394,0.579039
395,0.580552
396,0.58072
397,0.580383
398,0.58072
399,0.58072
400,0.58072
401,0.579206
402,0.574383
403,0.574713
404,0.579542
405,0.580215
406,0.580215
407,0.580114
408,0.580215
409,0.580383
410,0.581564
411,0.581564
412,0.581903
413,0.581903
414,0.581734
415,0.582411
416,0.587027
417,0.587027
418,0.587027
419,0.588582
420,0.588408
421,0.590145
422,0.590319
423,0.589623
424,0.592066
425,0.591191
426,0.590493
427,0.590842
428,0.58997
429,0.592066
430,0.592839
431,0.592242
432,0.591716
433,0.591541
434,0.590319
435,0.589275
436,0.590493
437,0.590667
438,0.589623
439,0.58997
440,0.58997
441,0.590145
442,0.589623
443,0.588928
444,0.590145
445,0.589275
446,0.588928
447,0.590319
448,0.591017
449,0.598802
450,0.597372
451,0.59453
452,0.597015
453,0.597372
454,0.600781
455,0.60006
456,0.600781
457,0.600962
458,0.601685
459,0.604047
460,0.605327
461,0.599161
462,0.599341
463,0.603136
464,0.601142
465,0.60241
466,0.603136
467,0.605327
468,0.606612
469,0.605694
470,0.604595
471,0.604595
472,0.6035
473,0.606428
474,0.607533
475,0.606796
476,0.608088
477,0.609756
478,0.614251
479,0.613497
480,0.613121
481,0.614628
482,0.613121
483,0.616903
484,0.615006
485,0.613497
486,0.615006
487,0.615385
488,0.616523
489,0.614553
490,0.61106
491,0.610501
492,0.611808
493,0.606796
494,0.608272
495,0.608643
496,0.613497
497,0.61237
498,0.611995
499,0.610314
500,0.611621
501,0.61237
502,0.61237
503,0.611995
504,0.610501
505,0.613874
506,0.614628
507,0.615006
508,0.615006
509,0.616523
510,0.617093
511,0.614251
512,0.612745
513,0.609385
514,0.610687
515,0.607349
516,0.608088
517,0.608458
518,0.608088
519,0.607533
520,0.609013
521,0.607533
522,0.609756
523,0.608347
524,0.608458
525,0.607165
526,0.606428
527,0.60423
528,0.602954
529,0.601034
530,0.598982
531,0.596837
532,0.595061
533,0.598444
534,0.600601
535,0.607903
536,0.605327
537,0.603318
538,0.60024
539,0.60042
540,0.603865
541,0.6035
542,0.601866
543,0.60024
544,0.601685
545,0.603865
546,0.602047
547,0.602954
548,0.605694
549,0.605144
550,0.604778
551,0.60551
552,0.604595
553,0.605327
554,0.603136
555,0.604961
556,0.604047
557,0.600962
558,0.601323
559,0.60241
560,0.602954
561,0.601866
562,0.602773
563,0.604412
564,0.604047
565,0.60423
566,0.602591
567,0.604412
568,0.605694
569,0.60551
570,0.60551
571,0.606061
572,0.605877
573,0.608643
574,0.609756
575,0.610501
576,0.609756
577,0.61237
578,0.612745
579,0.613572
580,0.612445
581,0.611359
582,0.613685
583,0.611621
584,0.610874
585,0.613987
586,0.614628
587,0.612557
588,0.613685
589,0.614251
590,0.615006
591,0.614439
592,0.614628
593,0.614628
594,0.614628
595,0.616523
596,0.616523
597,0.615309
598,0.616029
599,0.616447
600,0.616219
601,0.61717
602,0.616143
603,0.617093
604,0.617093
605,0.617742
606,0.617932
607,0.618123
608,0.618047
609,0.618047
610,0.618429
611,0.619963
612,0.619579
613,0.619195
614,0.619118
615,0.618812
616,0.62054
617,0.619963
618,0.62054
619,0.621581
620,0.620848
621,0.619579
622,0.619579
623,0.619848
624,0.619118
625,0.618238
626,0.618697
627,0.619387
628,0.619886
629,0.61931
630,0.62004
631,0.620733
632,0.620655
633,0.620424
634,0.620424
635,0.620733
636,0.621041
637,0.621002
638,0.62054
639,0.620925
640,0.621311
641,0.621234
642,0.622278
643,0.624025
644,0.624025
645,0.625
646,0.625
647,0.625313
648,0.625586
649,0.626959
650,0.627392
651,0.627156
652,0.625782
653,0.628417
654,0.627746
655,0.627156
656,0.62637
657,0.626096
658,0.625
659,0.623441
660,0.624805
661,0.62162
662,0.62383
663,0.624025
664,0.62422
665,0.62383
666,0.623636
667,0.626566
668,0.628536
669,0.628141
670,0.628141
671,0.628931
672,0.627628
673,0.624922
674,0.622665
675,0.620655
676,0.62027
677,0.622975
678,0.621813
679,0.620925
680,0.619195
681,0.619118
682,0.619195
683,0.618812
684,0.616523
685,0.614704
686,0.617284
687,0.615006
688,0.613422
689,0.610128
690,0.610128
691,0.612182
692,0.610389
693,0.610314
694,0.611733
695,0.611733
696,0.61106
697,0.610799
698,0.610687
699,0.61106
700,0.611434
701,0.60983
702,0.608643
703,0.60957
704,0.610128
705,0.609942
706,0.61024
707,0.609756
708,0.609756
709,0.610687
710,0.60957
711,0.610874
712,0.610128
713,0.609385
714,0.608643
715,0.609385
716,0.607903
717,0.605327
718,0.604412
719,0.602119
720,0.602954
721,0.601685
722,0.602845
723,0.6035
724,0.603136
725,0.603865
726,0.603209
727,0.603682
728,0.607349
729,0.607903
730,0.60957
731,0.611135
732,0.610501
733,0.607533
734,0.606502
735,0.606134
736,0.606061
737,0.605877
738,0.60687
739,0.60687
740,0.607091
741,0.606061
742,0.60698
743,0.608643
744,0.609199
745,0.608088
746,0.609385
747,0.608939
748,0.607533
749,0.607903
750,0.608272
751,0.608643
752,0.608458
753,0.607533
754,0.607165
755,0.60698
756,0.606428
757,0.606796
758,0.607349
759,0.607607
760,0.607533
761,0.607829
762,0.607718
763,0.609013
764,0.609088
765,0.608828
766,0.608347
767,0.607903
768,0.607718
769,0.609199
770,0.609199
771,0.610054
772,0.611808
773,0.613121
774,0.615006
775,0.615006
776,0.615574
777,0.616257
778,0.614439
779,0.614364
780,0.614893
781,0.616713
782,0.616523
783,0.617932
784,0.618812
785,0.619579
786,0.619963
787,0.619195
788,0.61931
789,0.619118
790,0.61862
791,0.619387
792,0.618506
793,0.619195
794,0.619502
795,0.61862
796,0.618927
797,0.619425
798,0.621891
799,0.622471
800,0.624142
801,0.623053
802,0.620155
803,0.621504
804,0.621697
805,0.620733
806,0.621543
807,0.621118
808,0.621697
809,0.621118
810,0.618506
811,0.61862
812,0.616713
813,0.613196
814,0.611621
815,0.615006
816,0.616523
817,0.616333
818,0.615385
819,0.615385
820,0.615953
821,0.615385
822,0.616523
823,0.615953
824,0.614628
825,0.614251
826,0.617284
827,0.617475
828,0.617093
829,0.617017
830,0.61717
831,0.617093
832,0.618238
833,0.618162
834,0.618238
835,0.617856
836,0.618238
837,0.619963
838,0.618506
839,0.618123
840,0.61862
841,0.619195
842,0.619694
843,0.61908
844,0.62004
845,0.620655
846,0.620155
847,0.621311
848,0.621118
849,0.621118
850,0.622278
851,0.622007
852,0.622665
853,0.621311
854,0.619694
855,0.621697
856,0.621697
857,0.621504
858,0.622743
859,0.622743
860,0.622859
861,0.622743
862,0.622394
863,0.622665
864,0.622743
865,0.623636
866,0.623752
867,0.624493
868,0.621775
869,0.625586
870,0.625861
871,0.625586
872,0.626684
873,0.626566
874,0.626841
875,0.627038
876,0.627353
877,0.627471
878,0.628536
879,0.628615
880,0.628931
881,0.63012
882,0.631712
883,0.632031
884,0.631712
885,0.636335
886,0.641437
887,0.637552
888,0.637959
889,0.639591
890,0.638244
891,0.63743
892,0.637267
893,0.636213
894,0.634316
895,0.633312
896,0.634115
897,0.634518
898,0.63674
899,0.637349
900,0.634316
901,0.629723
902,0.630517
903,0.627746
904,0.629129
905,0.629921
906,0.628141
907,0.627274
908,0.627746
909,0.627471
910,0.627943
911,0.628141
912,0.627235
913,0.628417
914,0.627156
915,0.626763
916,0.625391
917,0.625978
918,0.625195
919,0.625978
920,0.624493
921,0.62422
922,0.624805
923,0.625586
924,0.625117
925,0.624025
926,0.625117
927,0.6259
928,0.625978
929,0.625782
930,0.625861
931,0.626959
932,0.627077
933,0.627156
934,0.627668
935,0.627865
936,0.627668
937,0.627825
938,0.627549
939,0.628141
940,0.627353
941,0.62461
942,0.625391
943,0.62422
944,0.622665
945,0.621697
946,0.619963
947,0.62054
948,0.624805
949,0.627746
950,0.626174
951,0.6259
952,0.622278
953,0.622665
954,0.621118
955,0.621697
956,0.621504
957,0.620925
958,0.621311
959,0.622859
960,0.622355
961,0.623441
962,0.625391
963,0.625586
964,0.627549
965,0.627549
966,0.630915
967,0.63012
968,0.63012
969,0.628931
970,0.628931
971,0.629525
972,0.630835
973,0.630716
974,0.630716
975,0.632111
976,0.627943
977,0.627668
978,0.628536
979,0.629247
980,0.629129
981,0.629921
982,0.630517
983,0.631512
984,0.632711
985,0.631433
986,0.633312
987,0.632511
988,0.630915
989,0.630318
990,0.630915
991,0.630915
992,0.629921
993,0.631114
994,0.630597
995,0.630001
996,0.630636
997,0.631912
998,0.631114
999,0.630199
1000,0.630597
1001,0.630318
1002,0.631912
1003,0.633714
1004,0.635324
1005,0.637146
1006,0.637267
1007,0.637146
1008,0.636618
1009,0.635728
1010,0.636213
1011,0.637146
1012,0.639386
1013,0.638692
1014,0.639672
1015,0.640287
1016,0.64082
1017,0.641355
1018,0.641231
1019,0.641437
1020,0.641026
1021,0.641231
1022,0.642343
1023,0.643087
1024,0.642921
1025,0.643087
1026,0.643004
1027,0.643501
1028,0.643542
1029,0.642674
1030,0.641849
1031,0.64288
1032,0.645286
1033,0.643708
1034,0.643625
1035,0.643708
1036,0.643418
1037,0.644953
1038,0.645036
1039,0.648088
1040,0.651254
1041,0.650407
1042,0.650026
1043,0.650407
1044,0.651042
1045,0.651763
1046,0.651254
1047,0.65189
1048,0.652401
1049,0.651678
1050,0.649562
1051,0.651678
1052,0.652614
1053,0.651975
1054,0.65083
1055,0.651848
1056,0.652827
1057,0.652614
1058,0.652443
1059,0.652018
1060,0.652955
1061,0.65445
1062,0.653894
1063,0.653595
1064,0.654322
1065,0.654793
1066,0.655867
1067,0.655609
1068,0.656297
1069,0.655781
1070,0.656599
1071,0.656944
1072,0.658198
1073,0.657678
1074,0.657678
1075,0.661026
1076,0.661945
1077,0.661376
1078,0.660284
1079,0.661026
1080,0.662032
1081,0.66107
1082,0.66212
1083,0.662032
1084,0.661813
1085,0.662559
1086,0.661945
1087,0.662427
1088,0.662076
1089,0.661901
1090,0.66335
1091,0.66335
1092,0.66357
1093,0.66335
1094,0.663966
1095,0.664099
1096,0.664099
1097,0.663614
1098,0.66379
1099,0.663834
1100,0.66357
1101,0.66379
1102,0.664231
1103,0.66454
1104,0.665336
1105,0.666001
1106,0.665646
1107,0.666001
1108,0.666223
1109,0.666223
1110,0.666001
1111,0.666622
1112,0.666667
1113,0.666445
1114,0.666667
1115,0.666622
1116,0.666667
1117,0.666711
1118,0.668137
1119,0.670691
1120,0.672224
1121,0.671772
1122,0.671727
1123,0.674309
1124,0.675311
1125,0.677415
1126,0.677369
1127,0.676911
1128,0.674992
1129,0.672585
1130,0.673083
1131,0.671817
1132,0.673174
1133,0.674082
1134,0.674309
1135,0.675402
1136,0.678564
1137,0.676224
1138,0.674992
1139,0.673854
1140,0.674354
1141,0.674536
1142,0.677277
1143,0.678748
1144,0.679348
1145,0.680504
1146,0.678196
1147,0.678012
1148,0.678564
1149,0.67981
1150,0.676819
1151,0.680041
1152,0.679256
1153,0.680735
1154,0.681199
1155,0.681199
1156,0.680133
1157,0.680041
1158,0.681803
1159,0.682361
1160,0.681199
1161,0.67981
1162,0.678196
1163,0.679117
1164,0.678656
1165,0.679486
1166,0.68018
1167,0.681896
1168,0.682454
1169,0.682128
1170,0.682128
1171,0.683013
1172,0.683995
1173,0.68292
1174,0.681896
1175,0.679348
1176,0.681663
1177,0.682687
1178,0.681431
1179,0.680828
1180,0.680596
1181,0.681849
1182,0.682361
1183,0.681431
1184,0.681803
1185,0.682594
1186,0.681803
1187,0.682967
1188,0.68306
1189,0.683107
1190,0.6832
1191,0.682827
1192,0.68264
1193,0.683854
1194,0.685636
1195,0.687758
1196,0.687521
1197,0.6879
1198,0.687616
1199,0.688705
1200,0.688942
1201,0.688231
1202,0.682361
1203,0.686342
1204,0.689941
1205,0.688137
1206,0.688705
1207,0.691324
1208,0.689513
1209,0.688895
1210,0.687616
1211,0.688468
1212,0.688705
1213,0.688705
1214,0.6879
1215,0.688279
1216,0.688279
1217,0.685683
1218,0.683948
1219,0.683995
1220,0.686766
1221,0.687711
1222,0.688421
1223,0.688516
1224,0.687853
1225,0.686719
1226,0.688705
1227,0.687758
1228,0.688705
1229,0.687853
1230,0.688137
1231,0.689417
1232,0.689322
1233,0.690084
1234,0.689893
1235,0.691085
1236,0.691181
1237,0.697593
1238,0.70373
1239,0.701508
1240,0.705965
1241,0.70373
1242,0.706314
1243,0.706165
1244,0.708717
1245,0.708516
1246,0.708717
1247,0.707614
1248,0.706464
1249,0.706464
1250,0.706564
1251,0.703136
1252,0.704225
1253,0.704722
1254,0.705965
1255,0.703235
1256,0.707965
1257,0.710227
1258,0.709874
1259,0.710833
1260,0.711389
1261,0.712251
1262,0.715052
1263,0.712504
1264,0.714031
1265,0.717
1266,0.716846
1267,0.716692
1268,0.717103
1269,0.717515
1270,0.715308
1271,0.717103
1272,0.717103
1273,0.718391
1274,0.716178
1275,0.71736
1276,0.717515
1277,0.719062
1278,0.719321
1279,0.719424
1280,0.719166
1281,0.718546
1282,0.719424
1283,0.718597
1284,0.717566
1285,0.713776
1286,0.709723
1287,0.711238
1288,0.713623
1289,0.714388
1290,0.715308
1291,0.71736
1292,0.717103
1293,0.717772
1294,0.717515
1295,0.719166
1296,0.719269
1297,0.719062
1298,0.717875
1299,0.718907
1300,0.718597
1301,0.718649
1302,0.717875
1303,0.718546
1304,0.718236
1305,0.718391
1306,0.718236
1307,0.717257
1308,0.717103
1309,0.715052
1310,0.716332
1311,0.716589
1312,0.715973
1313,0.714286
1314,0.714439
1315,0.715564
1316,0.715052
1317,0.715564
1318,0.715308
1319,0.71582
1320,0.715564
1321,0.716178
1322,0.71582
1323,0.715666
1324,0.714031
1325,0.712251
1326,0.712758
1327,0.714796
1328,0.715308
1329,0.715461
1330,0.714031
1331,0.715717
1332,0.714286
1333,0.714541
1334,0.714541
1335,0.714541
1336,0.715052
1337,0.71541
1338,0.717103
1339,0.717206
1340,0.717618
1341,0.71736
1342,0.715564
1343,0.715308
1344,0.71495
1345,0.714286
1346,0.715564
1347,0.716076
1348,0.71623
1349,0.71495
1350,0.713929
1351,0.709723
1352,0.704225
1353,0.701607
1354,0.700427
1355,0.700918
1356,0.701508
1357,0.702543
1358,0.702247
1359,0.702988
1360,0.706215
1361,0.702988
1362,0.701262
1363,0.703977
1364,0.70373
1365,0.702741
1366,0.701262
1367,0.702494
1368,0.699692
1369,0.700035
1370,0.698324
1371,0.696379
1372,0.697788
1373,0.693001
1374,0.691802
1375,0.690131
1376,0.692185
1377,0.69701
1378,0.699056
1379,0.692665
1380,0.693481
1381,0.699545
1382,0.702346
1383,0.702741
1384,0.694927
1385,0.697107
1386,0.698178
1387,0.701508
1388,0.700771
1389,0.701016
1390,0.70205
1391,0.702247
1392,0.700771
1393,0.702494
1394,0.702247
1395,0.701164
1396,0.702247
1397,0.703334
1398,0.707965
1399,0.706814
1400,0.70497
1401,0.705965
1402,0.706714
1403,0.706464
1404,0.707664
1405,0.705467
1406,0.706314
1407,0.708215
1408,0.70932
1409,0.707464
1410,0.706914
1411,0.708215
1412,0.707864
1413,0.707264
1414,0.708215
1415,0.708466
1416,0.707564
1417,0.707965
1418,0.707965
1419,0.707965
1420,0.708617
1421,0.707714
1422,0.707965
1423,0.707965
1424,0.707965
1425,0.708717
1426,0.706964
1427,0.706714
1428,0.707614
1429,0.707214
1430,0.707214
1431,0.706614
1432,0.707364
1433,0.706215
1434,0.705866
1435,0.706215
1436,0.706215
1437,0.707264
1438,0.706964
1439,0.706714
1440,0.707064
1441,0.705965
1442,0.706814
1443,0.706564
1444,0.707714
1445,0.706714
1446,0.706364
1447,0.704722
1448,0.698812
1449,0.702494
1450,0.701262
1451,0.702395
1452,0.702247
1453,0.703235
1454,0.702741
1455,0.701508
1456,0.706314
1457,0.704722
1458,0.703482
1459,0.701754
1460,0.704077
1461,0.703334
1462,0.704722
1463,0.705467
1464,0.704722
1465,0.703829
1466,0.708968
1467,0.704225
1468,0.705219
1469,0.708165
1470,0.706714
1471,0.706964
1472,0.705965
1473,0.705766
1474,0.707314
1475,0.706215
1476,0.707214
1477,0.707464
1478,0.714031
1479,0.713267
1480,0.712962
1481,0.710985
1482,0.709723
1483,0.711086
1484,0.709975
1485,0.707714
1486,0.708115
1487,0.708215
1488,0.707814
1489,0.708466
1490,0.708115
1491,0.709723
1492,0.709471
1493,0.710732
1494,0.710227
1495,0.710732
1496,0.71048
1497,0.710227
1498,0.71048
1499,0.710732
1500,0.708918
1501,0.708968
1502,0.70922
1503,0.71048
1504,0.710985
1505,0.703977
1506,0.71048
1507,0.710177
1508,0.710732
1509,0.711491
1510,0.711491
1511,0.711997
1512,0.706464
1513,0.711389
1514,0.710227
1515,0.70922
1516,0.710227
1517,0.708466
1518,0.708466
1519,0.708717
1520,0.709723
1521,0.710227
1522,0.709723
1523,0.709471
1524,0.70922
1525,0.709723
1526,0.709874
1527,0.71048
1528,0.711238
1529,0.711491
1530,0.710985
1531,0.711491
1532,0.712403
1533,0.712099
1534,0.712251
1535,0.711642
1536,0.711744
1537,0.711339
1538,0.711592
1539,0.710379
1540,0.709874
1541,0.709723
1542,0.710227
1543,0.709975
1544,0.709723
1545,0.709572
1546,0.709119
1547,0.708818
1548,0.707214
1549,0.713165
1550,0.709471
1551,0.709471
1552,0.71048
1553,0.70927
1554,0.70922
1555,0.709421
1556,0.709874
1557,0.709723
1558,0.709471
1559,0.709723
1560,0.709471
1561,0.709471
1562,0.709975
1563,0.709975
1564,0.710732
1565,0.709723
1566,0.709069
1567,0.709471
1568,0.708466
1569,0.708215
1570,0.714031
1571,0.708466
1572,0.708466
1573,0.707965
1574,0.707314
1575,0.707214
1576,0.706964
1577,0.707464
1578,0.707214
1579,0.706065
1580,0.704077
1581,0.704622
1582,0.705965
1583,0.70497
1584,0.704722
1585,0.705368
1586,0.703977
1587,0.705219
1588,0.705766
1589,0.706464
1590,0.705716
1591,0.706215
1592,0.707064
1593,0.707714
1594,0.707164
1595,0.706215
1596,0.706215
1597,0.705716
1598,0.705716
1599,0.705069
1600,0.706215
1601,0.706714
1602,0.707464
1603,0.707965
1604,0.707814
1605,0.709471
1606,0.709069
1607,0.708868
1608,0.708215
1609,0.708215
1610,0.708968
1611,0.709723
1612,0.709975
1613,0.711238
1614,0.710328
1615,0.71048
1616,0.709975
1617,0.710227
1618,0.710379
1619,0.710732
1620,0.710227
1621,0.711238
1622,0.70922
1623,0.709471
1624,0.709471
1625,0.708466
1626,0.708366
1627,0.709975
1628,0.71048
1629,0.709975
1630,0.71053
1631,0.710076
1632,0.709824
1633,0.709723
1634,0.710076
1635,0.710227
1636,0.709723
1637,0.70922
1638,0.70932
1639,0.708617
1640,0.708416
1641,0.708868
1642,0.70922
1643,0.709471
1644,0.709471
1645,0.708215
1646,0.707164
1647,0.707264
1648,0.706914
1649,0.706814
1650,0.706364
1651,0.705866
1652,0.705816
1653,0.706215
1654,0.705567
1655,0.707464
1656,0.710076
1657,0.709824
1658,0.709975
1659,0.710631
1660,0.709975
1661,0.710227
1662,0.713114
1663,0.714286
1664,0.713776
1665,0.713419
1666,0.714184
1667,0.714541
1668,0.714541
1669,0.714286
1670,0.713267
1671,0.713521
1672,0.713521
1673,0.713419
1674,0.713674
1675,0.713521
1676,0.712962
1677,0.713776
1678,0.712504
1679,0.712758
1680,0.713878
1681,0.714031
1682,0.713521
1683,0.714184
1684,0.714796
1685,0.714541
1686,0.714286
1687,0.714133
1688,0.714031
1689,0.714745
1690,0.714541
1691,0.714388
1692,0.713776
1693,0.719166
1694,0.714643
1695,0.714286
1696,0.714133
1697,0.714541
1698,0.714796
1699,0.712758
1700,0.711086
1701,0.712251
1702,0.711491
1703,0.711389
1704,0.711491
1705,0.711997
1706,0.711642
1707,0.711491
1708,0.712504
1709,0.711339
1710,0.710732
1711,0.709975
1712,0.709975
1713,0.710227
1714,0.710227
1715,0.708968
1716,0.710581
1717,0.710227
1718,0.710227
1719,0.709723
1720,0.709723
1721,0.707214
1722,0.707464
1723,0.706964
1724,0.709723
1725,0.706314
1726,0.705965
1727,0.704871
1728,0.705467
1729,0.701115
1730,0.699545
1731,0.702001
1732,0.702247
1733,0.703482
1734,0.702099
1735,0.700035
1736,0.701508
1737,0.701262
1738,0.701361
1739,0.701016
1740,0.70028
1741,0.698568
1742,0.697204
1743,0.697691
1744,0.697593
1745,0.697253
1746,0.696718
1747,0.697593
1748,0.697058
1749,0.695652
1750,0.694444
1751,0.690751
1752,0.691181
1753,0.694927
1754,0.693337
1755,0.688705
1756,0.691228
1757,0.691085
1758,0.692281
1759,0.69483
1760,0.693963
1761,0.69735
1762,0.695894
1763,0.69377
1764,0.693722
1765,0.693337
1766,0.695314
1767,0.694059
1768,0.693481
1769,0.692761
1770,0.693722
1771,0.693818
1772,0.693963
1773,0.694541
1774,0.692521
1775,0.692281
1776,0.692473
1777,0.693097
1778,0.692041
1779,0.692281
1780,0.690608
1781,0.691419
1782,0.690846
1783,0.691563
1784,0.691563
1785,0.691324
1786,0.692761
1787,0.693963
1788,0.696864
1789,0.696136
1790,0.696621
1791,0.696961
1792,0.69808
1793,0.697107
1794,0.699056
1795,0.698812
1796,0.698568
1797,0.698812
1798,0.698812
1799,0.699301
1800,0.69891
1801,0.69891
1802,0.698324
1803,0.698324
1804,0.699056
1805,0.69979
1806,0.700035
1807,0.70497
1808,0.704225
1809,0.704722
1810,0.702494
1811,0.699741
1812,0.701262
1813,0.700771
1814,0.701262
1815,0.701262
1816,0.700771
1817,0.698568
1818,0.699301
1819,0.701115
1820,0.700771
1821,0.699301
1822,0.699203
1823,0.699937
1824,0.699203
1825,0.698324
1826,0.696476
1827,0.695169
1828,0.695797
1829,0.698959
1830,0.694686
1831,0.693481
1832,0.692857
1833,0.690131
1834,0.685401
1835,0.680643
1836,0.683293
1837,0.684932
1838,0.68157
1839,0.677277
1840,0.677736
1841,0.681663
1842,0.683293
1843,0.681896
1844,0.67981
1845,0.677966
1846,0.681663
1847,0.678887
1848,0.67981
1849,0.678656
1850,0.675219
1851,0.673718
1852,0.662471
1853,0.664011
1854,0.658111
1855,0.659196
1856,0.658979
1857,0.661594
1858,0.66357
1859,0.667557
1860,0.669031
1861,0.669344
1862,0.669344
1863,0.659196
1864,0.655093
1865,0.660066
1866,0.659631
1867,0.658979
1868,0.658328
1869,0.660066
1870,0.665336
1871,0.66357
1872,0.661376
1873,0.660939
